|index|sentID|caseNumber|isLast|rhetClass|text
1579|2486|1316146P68S4|1316146|False|EvidenceSentence|The Veteran had another VA examination in May 1993.
1580|2489|1316146P68S5|1316146|False|EvidenceSentence|The examiner did not have the claims file for review and did not provide an etiology opinion.
1581|2492|1316146P68S6|1316146|False|EvidenceSentence|The examiner interviewed the Veteran and diagnosed generalized anxiety disorder with panic attacks.
1582|2494|1316146P68S7|1316146|False|EvidenceSentence|The examiner indicated that chronic PTSD needed to be ruled out.
1583|2496|1316146P68S8|1316146|False|EvidenceSentence|In April 1999, the Veteran had a VA comprehensive mental health evaluation.
1584|2498|1316146P68S9|1316146|False|EvidenceSentence|"The Veteran said he had been ""nervous"" since leaving Vietnam."
1585|2500|1316146P68S10|1316146|False|EvidenceSentence|Screens were negative for PTSD, bipolar disorder, and psychosis.
1586|2503|1316146P68S11|1316146|False|EvidenceSentence|The diagnosis was depression; however, the provider did not indicate the etiology of the disorder.
1587|2505|1316146P69S1|1316146|False|EvidenceSentence|In a December 1999 statement, the Veteran said he was treated with sleeping pills for a nerve problem while serving in Vietnam.
1588|2507|1316146P69S2|1316146|False|EvidenceSentence|However, this treatment is not documented in service treatment records.
1589|2510|1316146P69S3|1316146|False|EvidenceSentence|VA treatment records dated from 1999 to 2002 show a diagnosis of depression, not otherwise specified (NOS); however, the records do not address etiology of the disorder.
1590|2512|1316146P70S1|1316146|False|EvidenceSentence|The Veteran had a VA examination in December 2002.
1591|2515|1316146P70S2|1316146|False|EvidenceSentence|The examiner reviewed the claims file and examined the Veteran.
1592|2517|1316146P70S3|1316146|False|EvidenceSentence|The Veteran said he had a nervous problem before entering service but was not treated for it.
1593|2520|1316146P70S4|1316146|False|EvidenceSentence|After service, he was treated by a local family physician and had been prescribed medications for his mental health since 1970.
1594|2522|1316146P70S5|1316146|False|EvidenceSentence|The diagnosis was depressive disorder NOS.
1595|2524|1316146P70S6|1316146|False|EvidenceSentence|The examiner said the Veteran did not meet the stressor criteria for a diagnosis of PTSD.
1596|2528|1316146P70S7|1316146|False|EvidenceSentence|The examiner noted that the Veteran had nerve problems prior to and subsequent to service but that he did not seek treatment until 1970.
1597|2530|1316146P70S8|1316146|False|EvidenceSentence|The examiner found no service treatment records showing treatment of a mental health disorder.
1598|2533|1316146P70S9|1316146|False|EvidenceSentence|The examiner opined that the onset of the psychiatric disabilities and depression most likely started before service and were not likely related to or aggravated by service.
1599|2535|1316146P71S1|1316146|False|EvidenceSentence|In March 2004, the Veteran submitted a letter from R.D.C., M.A., a licensed professional clinical counselor.
1600|2537|1316146P71S2|1316146|False|EvidenceSentence|In this letter, which is dated December 2003, R.D.C. said the Veteran had been treated at MCC Center since July 2003 for PTSD, which was due to the Veteran's tour in Vietnam.
1601|2540|1316146P71S3|1316146|False|EvidenceSentence|R.D.C. described the Veteran's symptoms and said his PTSD was severe.
1602|2542|1316146P71S4|1316146|False|EvidenceSentence|This letter was reviewed and approved by Dr. W.E., a staff psychologist at MCC Center.
1603|2544|1316146P72S1|1316146|False|EvidenceSentence|The Veteran had a VA examination in July 2004.
1604|2547|1316146P72S2|1316146|False|EvidenceSentence|The examiner reviewed the claims file and examined the Veteran.
1605|2549|1316146P72S3|1316146|False|EvidenceSentence|The examiner found that the Veteran met some but not all of the criteria for a diagnosis of PTSD.
1606|2551|1316146P72S4|1316146|False|EvidenceSentence|The diagnosis was depressive disorder, NOS.
1607|2553|1316146P72S5|1316146|False|EvidenceSentence|The examiner said the Veteran had a history of anxiety and depression dating prior to service.
1608|2555|1316146P72S6|1316146|False|EvidenceSentence|The examiner did not address the December 2003 letter from R.D.C.
1609|2557|1316146P73S1|1316146|False|EvidenceSentence|VA treatment records show negative PTSD screens in October 2004 and July 2005.
1610|2559|1316146P73S2|1316146|False|EvidenceSentence|Subsequent to the Veteran's death, the appellant submitted private treatment records from various providers, including updated treatment records from MCC Center.
1611|2560|1316146P73S3|1316146|False|ReasoningSentence|Unfortunately, the Board cannot consider those records for accrued benefit purposes since they are not VA records and were not associated with the claims file prior to the Veteran's death in December 2005.
1612|2561|1316146P73S4|1316146|False|CitationSentence|38 U.S.C.A. § 5121(a); 38 C.F.R. § 3.1000(a), (d)(4); see Hayes, 4 Vet. App. at 360-61.
1613|2563|1316146P74S1|1316146|False|FindingSentence|Based on the evidence of record at the time of the Veteran's death, the Board finds that the Veteran did not have a diagnosis of PTSD based on verified stressors or under the revised criteria of 38 C.F.R. § 3.304(f)(3).
1614|2567|1316146P74S2|1316146|False|EvidenceSentence|Specifically, while MCC Center diagnosed PTSD based on the Veteran's experiences in Vietnam, a VA or VA contracted provider did not confirm prior to the Veteran's death that his stressor was related to fear of hostile military or terrorist activity and that it was adequate to support a diagnosis of PTSD.
1615|2569|1316146P74S3|1316146|False|EvidenceSentence|Further, the VA examination conducted one month after the letter was submitted found that the Veteran did not meet all criteria for a diagnosis of PTSD.
1616|2571|1316146P74S4|1316146|False|EvidenceSentence|Notably, subsequent VA PTSD screens were negative.
1617|2573|1316146P74S5|1316146|False|FindingSentence|Consequently, without a diagnosis of PTSD, service connection for PTSD for accrued benefits purposes must be denied.
1618|2575|1316146P75S1|1316146|False|FindingSentence|During the pendency of his claim, the Veteran continued to have a diagnosis of depression.
1619|2578|1316146P75S2|1316146|False|FindingSentence|However, the Board finds that the preponderance of the evidence does not show a relationship between depression and service.
1620|2580|1316146P75S3|1316146|False|EvidenceSentence|The only evidence indicating a nexus between service and acquired psychiatric disorders are his statements.
1621|2581|1316146P75S4|1316146|False|ReasoningSentence|However, as noted above, the Veteran's statements regarding the onset and treatment of his acquired psychiatric disorders are inconsistent.
1622|2583|1316146P75S5|1316146|False|EvidenceSentence|Specifically, he said his condition had its onset prior to service, during his first physical for basic training, upon leaving Vietnam, and after service in the 1970s.
1623|2584|1316146P75S6|1316146|False|ReasoningSentence|While laypersons are generally competent to report symptoms of disorders, in this case, the Board finds that the Veteran's recollections of his medical history are not consistent and therefore, not credible.
1624|2586|1316146P76S1|1316146|False|FindingSentence|The Board has considered the medical evidence, but finds that it also fails to indicate a relationship between service and any psychiatric disorders.
1625|2588|1316146P76S2|1316146|False|EvidenceSentence|At most, VA examiners opined that acquired psychiatric disorders other than PTSD had their onset prior to service.
1626|2589|1316146P76S3|1316146|False|ReasoningSentence|The opinions, which are not supported by rationale, appear to be based on the Veteran's statements alleging pre-service onset of his disorders.
1627|2590|1316146P76S4|1316146|False|ReasoningSentence|However, because the Board finds that the Veteran's statements regarding his medical history are not credible, the Board, in turn, finds that the VA examiners' opinions are not credible or persuasive and are entitled to no probative value as they are based on the Veteran's reported history.
1628|2591|1316146P77S1|1316146|False|Sentence|Generally, the Board would remand this case to obtain an adequate VA examiner's opinion; however, because this claim is solely for the purpose of accrued benefits, the Board is not permitted to undertake development subsequent to the Veteran's death.
1629|2594|1316146P77S2|1316146|False|FindingSentence|Therefore, based on the evidence of record at the time of the Veteran's death, the Board finds that the preponderance of the evidence weighs against a finding of service connection for a psychiatric disorder, to include PTSD, for accrued benefits purposes.
1630|2596|1316146P77S3|1316146|False|FindingSentence|The benefit of the doubt doctrine is not for application.
1631|2597|1316146P77S4|1316146|False|CitationSentence|See Gilbert, 1 Vet. App. at 55.
1632|2598|1316146P77S5|1316146|False|Sentence|The appeal is denied.
1633|2599|1634891P1S1,|1634891|False|Sentence|Citation Nr: 1634891
1634|2600|1634891P18S1|1634891|False|Sentence|FINDINGS OF FACT
1635|2601|1634891P19S1|1634891|False|Sentence|1.
1636|2604|1634891P19S2|1634891|False|FindingSentence|The Veteran was sound on entry into service, and the record contains no clear and unmistakable evidence that a disability existed prior to service.
1637|2605|1634891P20S1|1634891|False|Sentence|2.
1638|2607|1634891P20S2|1634891|False|FindingSentence|The Veteran did not have an acquired psychiatric disorder during the period on appeal which was incurred in, or as a result of, service.
1639|2608|1634891P23S1|1634891|False|Sentence|REASONS AND BASES FOR FINDINGS AND CONCLUSION
1640|2609|1634891P29S1|1634891|False|Sentence|Service Connection for an Acquired Psychiatric Disorder
1641|2610|1634891P30S1|1634891|False|Sentence|The appellant's claim is that the Veteran either incurred an acquired psychiatric disorder due to service, or that a preexisting mental health disorder was aggravated by service.
1642|2611|1634891P30S2|1634891|False|ReasoningSentence|The appeal hinges on two separate questions: first, whether a disorder clearly and unmistakably preexisted and was made worse during service; secondly, whether the Veteran had a disorder for which service-connection may be awarded at any time during the period on appeal.
1643|2614|1634891P30S3|1634891|False|FindingSentence|Because the Board finds both that the Veteran entered service in sound condition, and that he did not have a service connectable disorder during the period on appeal, the appellant's claim of service connection must be denied.
1644|2615|1634891P31S1|1634891|False|LegalRuleSentence|Service connection may be granted for a disability resulting from disease or injury incurred in or aggravated by active military, naval, or air service.
1645|2616|1634891P31S2|1634891|False|CitationSentence|38 U.S.C.A. § 1110 (West 2014); 38 C.F.R. § 3.303(a) (2015).
1646|2617|1634891P31S3|1634891|False|LegalRuleSentence|Service connection may be granted for any disease diagnosed after discharge, when all the evidence, including that pertinent to service, establishes that the disease was incurred in service.
1647|2618|1634891P31S4|1634891|False|CitationSentence|38 C.F.R. § 3.303(d).
1648|2619|1634891P31S5|1634891|False|LegalRuleSentence|As a general matter, service connection for a disability requires evidence of: (1) the existence of a current disability; (2) the existence of the disease or injury in service, and; (3) a relationship or nexus between the current disability and any injury or disease during service.
1649|2620|1634891P31S6|1634891|False|CitationSentence|Shedden v. Principi, 381 F.3d 1163 (Fed. Cir. 2004).
1650|2621|1634891P31S7|1634891|False|LegalRuleSentence|The existence of a current disability is the cornerstone of a claim for VA disability compensation.
1651|2622|1634891P31S8|1634891|False|CitationSentence|38 U.S.C.A. § 1131 (West 2014); see also Degmetich v. Brown, 104 F.3d 1328 (1997).
1652|2623|1634891P31S9|1634891|False|LegalRuleSentence|"This requirement ""is satisfied when a claimant has a disability at the time a claim for VA disability compensation is filed or during the pendency of that claim and that a claimant may be granted service connection even though the disability resolves prior to the Secretary's adjudication of the claim."""
1653|2624|1634891P31S10|1634891|False|CitationSentence|McLain v. Nicholson, 21 Vet. App. 319, 321 (2007); see also Romanowsky v. Shinseki, 26 Vet. App. 289 (2013) (holding that evidence of a recent diagnosis of a disability prior to a claim for benefits based on that disability, is relevant evidence that the Board must address in determining whether a current disability existed at the time the claim was filed or during its pendency).
1654|2625|1634891P32S1|1634891|False|LegalRuleSentence|"Psychoses are ""chronic"" diseases under 38 C.F.R. § 3.309(a), and thus are subject to the presumptive provisions of 38 C.F.R. § 3.303(b) apply."
1655|2626|1634891P32S2|1634891|False|CitationSentence|Walker v. Shinseki, 708 F.3d 1331 (Fed. Cir. 2013).
1656|2627|1634891P32S3|1634891|False|LegalRuleSentence|"Where the evidence shows a ""chronic disease"" in service and current manifestations of the same disease, the disease shall be presumed to have been incurred in service unless clearly attributable to intercurrent causes."
1657|2628|1634891P32S4|1634891|False|LegalRuleSentence|"In order to show a ""chronic"" disease in service, the record must reflect a combination of manifestations sufficient to identify the disease entity, and sufficient observation to establish chronicity at the time."
1658|2629|1634891P32S5|1634891|False|LegalRuleSentence|"If a condition noted during service is not shown to be chronic, then generally, a showing of ""continuity of symptoms"" after service is required in order to establish entitlement to service connection."
1659|2630|1634891P32S6|1634891|False|CitationSentence|38 C.F.R. § 3.303(b); Walker, supra. at 1304 (holding that the provisions of 38 C.F.R. § 3.303(b) apply only to those disease listed under 38 C.F.R. § 3.309(a)).
1660|2631|1634891P33S1|1634891|False|LegalRuleSentence|Additionally, where a veteran served 90 days or more of active service, and certain chronic diseases become manifest to a degree of 10 percent or more within one year after the date of separation from such service, such disease shall be presumed to have been incurred in service, even though there is no evidence of such disease during the period of service.
1661|2632|1634891P33S2|1634891|False|CitationSentence|38 U.S.C.A. §§ 1101, 1112, 1113, 1137 (West 2014); 38 C.F.R. §§ 3.307, 3.309(a).
1662|2633|1634891P33S3|1634891|False|LegalRuleSentence|While the disease need not be diagnosed within the presumption period, it must be shown, by acceptable lay or medical evidence, that there were characteristic manifestations of the disease to the required degree during that time.
1663|2634|1634891P33S4|1634891|False|CitationSentence|Id.
1664|2636|1634891P34S1|1634891|False|EvidenceSentence|There is some suggestion in the record, discussed in greater detail below, that the Veteran may have had a preexisting disorder on enlistment into active duty in 1964.
1665|2637|1634891P34S2|1634891|False|LegalRuleSentence|Where a veteran enters service with a preexisting disorder, service connection is considered on the basis of aggravation; that is, whether the preexisting injury or disease was made worse during service.
1666|2638|1634891P34S3|1634891|False|LegalRuleSentence|In so doing, VA must first determine whether there was been any measured worsening of the disability during service and then whether this constitutes an increase in disability.
1667|2639|1634891P34S4|1634891|False|CitationSentence|See Browder v. Brown, 5 Vet. App. 268, 271 (1993); Hensley v. Brown, 5 Vet. App. 155, 163 (1993).
1668|2640|1634891P34S5|1634891|False|LegalRuleSentence|A preexisting injury or disease will be considered to have been aggravated by active service where there is an increase in disability during such service, unless there is a specific finding that the increase in disability is due to the natural progress of the disease.
1669|2641|1634891P34S6|1634891|False|CitationSentence|38 C.F.R. § 3.306(a) (2015).
1670|2642|1634891P34S7|1634891|False|LegalRuleSentence|"Temporary or intermittent flare-ups during service of a preexisting injury or disease are not sufficient to be considered ""aggravation in service"" unless the underlying condition, as contrasted to symptoms, is worsened."
1671|2643|1634891P34S8|1634891|False|CitationSentence|Crowe v. Brown, 7 Vet. App. 238, 247-48 (1994); Hunt v. Derwinski, 1 Vet. App. 292, 297 (1991).
1672|2644|1634891P34S9|1634891|False|LegalRuleSentence|The presumption of aggravation is applicable only if the pre-service disability underwent an increase in severity during service.
1673|2645|1634891P34S10|1634891|False|CitationSentence|Hunt, 1 Vet. App. at 292, 296 (1991); see also Beverly v. Brown, 9 Vet. App. 402, 405 (1996).
1674|2646|1634891P34S11|1634891|False|LegalRuleSentence|Aggravation may not be conceded where the disability underwent no increase in severity during service on the basis of all the evidence of record pertaining to the manifestations of the disability prior to, during and subsequent to service.
1675|2647|1634891P34S12|1634891|False|CitationSentence|38 C.F.R. § 3.306(b).
1676|2648|1634891P35S1|1634891|False|LegalRuleSentence|A claim for service connection for a mental disability may include claims for service connection of any mental disability that may reasonably be encompassed by several factors, including the claimant's description of the claim, the symptoms the claimant describes and the information the claimant submits or that the Secretary obtains in support of the claim.
1677|2649|1634891P35S2|1634891|False|CitationSentence|Clemons v. Shinseki, 23 Vet. App. 1, 5 (2009).
1678|2650|1634891P35S3|1634891|False|ReasoningSentence|Accordingly, the Board has taken an expansive view of the Veteran's claim.
1679|2651|1634891P35S4|1634891|False|LegalRuleSentence|However, both the Veteran and the appellant have suggested that the Veteran had PTSD, and in order to grant service connection for that particular disability, VA regulations require: (1) a current medical diagnosis of PTSD; (2) medical evidence of a causal nexus between current symptomatology and a claimed in-service stressor; and (3) credible supporting evidence that the claimed in-service stressor actually occurred.
1680|2652|1634891P35S5|1634891|False|CitationSentence|38 C.F.R. § 3.304(f) (2015).
1681|2653|1634891P35S6|1634891|False|LegalRuleSentence|With respect to the third element, if the evidence shows that a veteran engaged in combat and the veteran is claiming a combat-related stressor, no credible supporting evidence is required.
1682|2654|1634891P35S7|1634891|False|CitationSentence|Id., see Doran v. Brown, 6 Vet. App. 283 (1994).
1683|2655|1634891P36S1|1634891|False|LegalRuleSentence|Personality disorders are not diseases or injuries under VA regulations and therefore are not disabilities for which service connection can be granted.
1684|2656|1634891P36S2|1634891|False|CitationSentence|38 C.F.R.  § 3.303(c) (2015).
1685|2657|1634891P36S3|1634891|False|LegalRuleSentence|Nevertheless, service connection may be granted if the evidence shows that an acquired psychiatric disorder was incurred or aggravated in service and superimposed upon the preexisting personality disorder.
1686|2658|1634891P36S4|1634891|False|CitationSentence|38 C.F.R. §§ 4.9; 4.125(a), 4.127 (2015); Carpenter v. Brown, 8 Vet. App, 240 (1995).
1687|2659|1634891P37S1|1634891|False|LegalRuleSentence|Regarding in-service stressor events, a veteran's testimony by itself can establish the occurrence of such an event, if the requirements of 38 C.F.R. § 3.304(f)(3) are met.
1688|2660|1634891P37S2|1634891|False|LegalRuleSentence|The revised 38 C.F.R. § 3.304(f)(3) reduces the evidentiary burden of establishing a stressor when it is related to a fear of hostile military or terrorist activity.
1689|2661|1634891P37S3|1634891|False|CitationSentence|See 75 Fed. Reg. 39843 through 39852 (July 13, 2010).
1690|2662|1634891P37S4|1634891|False|LegalRuleSentence|This final rule applies to a claim of service connection for PTSD that is received by VA on or after July 12, 2010; or was received by VA before July 12, 2010 but has not been decided by the RO as of that date; or is appealed to the Board on or after July 12, 2010; or was appealed to the Board before July 12, 2010, but has not been decided by the Board as of that date; or is pending before VA on or after July 12, 2010, because the Court vacated a Board decision on the application and remanded it for readjudication.
1691|2663|1634891P37S5|1634891|False|CitationSentence|See 75 Fed. Reg. 39843 (July 13, 2010).
1692|2664|1634891P38S1|1634891|False|ReasoningSentence|The Veteran asserted that he was sexually assaulted during service, and special evidentiary procedures apply for PTSD claims based on personal assault.
1693|2665|1634891P38S2|1634891|False|CitationSentence|Patton v. West, 12 Vet. App. 272, 278 (1999).
1694|2666|1634891P38S3|1634891|False|LegalRuleSentence|In such cases, more particularized requirements are established regarding the development of alternative sources of information as service records may be devoid of evidence because many victims of personal assault, especially sexual assault and domestic violence, do not file official reports either with military or civilian authorities.
1695|2668|1634891P39S1|1634891|False|EvidenceSentence|"In August 2010, the Veteran indicated that during service a Private First Class (PFC) from another unit ""started rubbing [his] leg"" while the two were watching a movie together off-base."
1696|2670|1634891P39S2|1634891|False|EvidenceSentence|The Veteran told the PFC to stop, and asked that he be taken back to his base, which he was.
1697|2672|1634891P39S3|1634891|False|EvidenceSentence|"He ""never reported the incident because [he] was too embarrassed,"" and his unit shipped out a couple of weeks after this happened."""
1698|2673|1634891P39S4|1634891|False|ReasoningSentence|The Veteran was highly consistent in describing this incident throughout the record, in reports to VA and non-VA physicians, and in other statements to VA regarding his claim for benefits.
1699|2675|1634891P39S5|1634891|False|FindingSentence|Given the plausibility and the consistency of the Veteran's description, the Board finds that the event happened as reported.
1700|2676|1634891P40S1|1634891|False|LegalRuleSentence|"Generally, lay evidence is probative with regard to a disease with ""unique and readily identifiable features"" that is ""capable of lay observation."""
1701|2677|1634891P40S2|1634891|False|CitationSentence|See Barr v. Nicholson, 21 Vet. App. 303, 308-09 (2007).
1702|2678|1634891P40S3|1634891|False|LegalRuleSentence|Lay evidence on its own can be sufficient evidence of a diagnosis if (1) the layperson is competent to identify the medical condition, (2) the layperson is reporting a contemporaneous medical diagnosis, or (3) lay testimony describing symptoms at the time supports a later diagnosis by a medical professional.
1703|2679|1634891P40S4|1634891|False|CitationSentence|See Davidson v. Shinseki, 581 F.3d 1313, 1316 (Fed. Cir. 2009); Jandreau v. Nicholson, 492 F.3d 1372, 1376-77 (Fed. Cir. 2007).
1704|2680|1634891P40S5|1634891|False|LegalRuleSentence|Additionally, a lay person may speak to etiology in some limited circumstances in which nexus is obvious merely through observation, such as sustaining a fall leading to a broken leg.
1705|2681|1634891P40S6|1634891|False|CitationSentence|Id.
1706|2682|1634891P40S7|1634891|False|LegalRuleSentence|A layperson cannot provide evidence as to more complex medical questions and, specifically, cannot provide an opinion as to etiology in such cases.
1707|2683|1634891P40S8|1634891|False|CitationSentence|See Woehlaert v. Nicholson, 21 Vet. App. 456, 462 (2007) (concerning rheumatic fever).
1708|2684|1634891P40S9|1634891|False|CitationSentence|See 38 C.F.R. § 3.159(a)(2).
1709|2685|1634891P40S10|1634891|False|LegalRuleSentence|Similarly, the diagnosis of an acquired psychiatric disorder is a complex matter well beyond the expertise of the Veteran or the appellant.
1710|2686|1634891P41S1|1634891|False|LegalRuleSentence|"A veteran is presumed to have entered service in sound condition with respect to his or her health except as to defects, infirmities, or disorders ""noted"" on service entrance."
1711|2687|1634891P41S2|1634891|False|CitationSentence|See 38 U.S.C.A. § 1111 (West 2014); 38 C.F.R. § 3.304(b) (2015).
1712|2688|1634891P41S3|1634891|False|LegalRuleSentence|Where no defect, infirmity, or disorder was noted on service entrance, the burden of proof is on VA to rebut the presumption by producing clear and unmistakable evidence that a disability existed prior to service.
1713|2689|1634891P41S4|1634891|False|CitationSentence|See Kinnaman v. Principi, 4 Vet. App. 20, 27 (1993).
1714|2690|1634891P41S5|1634891|False|LegalRuleSentence|The burden then falls on the government to rebut the presumption of soundness by clear and unmistakable evidence that the veteran's disability was both preexisting and not aggravated by service.
1715|2691|1634891P41S6|1634891|False|CitationSentence|Wagner v. Principi, 370 F.3d 1089 (Fed. Cir. 2004) (citing 38 U.S.C.A. § 1153).
1716|2692|1634891P41S7|1634891|False|LegalRuleSentence|Temporary or intermittent flare-ups during service of a preexisting injury or disease are not sufficient to be considered aggravation in service unless the underlying disability, as contrasted to the symptoms of that disability, has worsened.
1717|2693|1634891P41S8|1634891|False|CitationSentence|See Hunt v. Derwinski, 1 Vet. App. 292 (1991), Beverly v. Brown, 9 Vet. App. 402 (1996).
1718|2695|1634891P42S1|1634891|False|EvidenceSentence|On enlistment examination in August 1964, the Veteran affirmatively denied trouble sleeping, frequent or terrifying nightmares, depression or excessive worry, loss of memory or amnesia, bed wetting, nervous trouble of any sort, drug and narcotic use, and an excessive drinking habit.
1719|2697|1634891P42S2|1634891|False|EvidenceSentence|"Though he endorsed difficulty with teachers, ""in understanding each other,"" he was found to be psychiatrically normal on examination."
1720|2699|1634891P43S1|1634891|False|EvidenceSentence|In December 1965, the Veteran was charged under the Uniform Code of Military Justice, Article 15, for disobeying a lawful order the previous month.
1721|2701|1634891P43S2|1634891|False|EvidenceSentence|"In December 1965, he also underwent a mental health evaluation relating to ""indebtedness"" and ""difficulties with authority figures."""
1722|2703|1634891P43S3|1634891|False|EvidenceSentence|"The Veteran stated his opinion that ""in regard to his recent Article 15, he had been treated unfairly,"" and he had a ""history of instability in his early home life."""
1723|2706|1634891P43S4|1634891|False|EvidenceSentence|"The evaluating medical corpsman, diagnosed chronic emotional instability with immature personality, and commented that the Veteran had experienced only ""minimal"" stress over the course of ""usual Army life."""
1724|2708|1634891P43S5|1634891|False|EvidenceSentence|"He also suggested that the Veteran was predisposed to indebtedness and difficulty with authority figures, and had a ""moderate, long history of similar difficulties."""
1725|2710|1634891P44S1|1634891|False|EvidenceSentence|"A report filed by the Veteran's commanding officer that same month described him as ""an almost constant problem,"" who ""failed to master even the most elementary requirements for performing [his] duties and required almost constant supervision while performing his assigned tasks."""
1726|2712|1634891P44S2|1634891|False|EvidenceSentence|"The officer expressed that the Veteran was ""not suited for military life."""
1727|2714|1634891P44S3|1634891|False|EvidenceSentence|"A January 1966 report from a different commanding officer similarly described that the Veteran could not ""carry out the simplest of orders without constant supervision."
1728|2716|1634891P44S4|1634891|False|EvidenceSentence|"He also disregards all advice and help that is afforded him."""
1729|2718|1634891P44S5|1634891|False|EvidenceSentence|"The officer had also been told by members of the Veteran's unit that he was ""constant[ly] 'goofing off' . . . during normal duty hours and also on cleanup detail each morning."""
1730|2720|1634891P45S1|1634891|False|EvidenceSentence|"In August 2010, the Veteran wrote to VA that from 1965 until his separation from service in 1966, he ""continued to suffer verbal abuse and was threatened by a particular sergeant."""
1731|2723|1634891P45S2|1634891|False|EvidenceSentence|"The Veteran felt ""terrorized and scared to death because of [the sergeant's] continued harassment,"" and that ""[s]hortly after that they sent [him] to a psychiatrist."""
1732|2725|1634891P45S3|1634891|False|EvidenceSentence|On separation examination in January 1966, the Veteran endorsed depression and excessive worry, as well as nervous trouble, but again - as on enlistment - he was found to be psychiatrically normal by examination.
1733|2727|1634891P46S1|1634891|False|EvidenceSentence|"In his August 2010 letter, the Veteran reported that he attempted suicide in 1967, and had ""a difficult time finding a job and an even harder time maintaining a job because of [his] drinking."""
1734|2729|1634891P46S2|1634891|False|EvidenceSentence|"He attempted to seek treatment for alcoholism from a VA facility, but ""was told to find a chair at the end of the hall because there was a year's waiting list . . . and stormed out."""
1735|2732|1634891P46S3|1634891|False|EvidenceSentence|"He endorsed a history including being jailed ""because of [his] drinking and fighting,"" and ""having flashbacks of when [he] was in the service."""
1736|2734|1634891P47S1|1634891|False|EvidenceSentence|In May 1979, the Veteran reported alcoholism and a six-month history of depression to a provider at a non-VA facility.
1737|2736|1634891P47S2|1634891|False|EvidenceSentence|"He described depression as progressive and escalating, stating that ""it comes and it goes almost like, a dream,"" and he felt despondent and defeated most of the time."
1738|2739|1634891P47S3|1634891|False|EvidenceSentence|The Veteran had transient suicidal ideation, and admitted to an intense state of frustration and defeatism, feeling both irritable and irritated.
1739|2741|1634891P47S4|1634891|False|EvidenceSentence|"The Veteran described himself as ""violent,"" and that ""it does not take much prodding"" for him to become upset."
1740|2743|1634891P47S5|1634891|False|EvidenceSentence|He was diagnosed with adult situation reaction, and was subsequently diagnosed with latent schizophrenia and depression in July 1979.
1741|2745|1634891P48S1|1634891|False|EvidenceSentence|In October 1980, the Veteran was admitted to a hospital emergency room, with depression and threatening suicide.
1742|2748|1634891P48S2|1634891|False|EvidenceSentence|"He had ""apparently been drinking heavily"" the day he was admitted, and was diagnosed with chemical depend and depression."
1743|2750|1634891P48S3|1634891|False|EvidenceSentence|The Veteran reported experiencing a short temper, outbursts, and general depression ever since being struck by an automobile in August of that year.
1744|2753|1634891P48S4|1634891|False|EvidenceSentence|"An electroencephalograph study was within normal limits for the Veteran's age, but there was evidence of with left frontotemporale slow wave activity, suggesting ""the possibility of mild post-traumatic effects in the left side."""
1745|2755|1634891P49S1|1634891|False|EvidenceSentence|"In January 1981, the Veteran was found drunk and asleep in a restaurant ""with [a] strong odor of alcohol."""
1746|2758|1634891P49S2|1634891|False|EvidenceSentence|"He reported having taken 20 Tylenol #3 (i.e., Tylenol with codeine) in an apparent suicide attempt, but later stated ""the overdose was just the stress with alcoholism and that he was not really suicidal."""
1747|2760|1634891P50S1|1634891|False|EvidenceSentence|"On psychological evaluation in July 1982, the Veteran indicated that prior to enlistment in 1966, he had disliked school and his parents, and reported having been ""severely physically abused by his father who also had an alcohol problem."""
1748|2762|1634891P50S2|1634891|False|EvidenceSentence|He stated that during service, he began to use alcohol excessively and had periodic difficulties with authority.
1749|2765|1634891P50S3|1634891|False|EvidenceSentence|"The Veteran had a ""long history of a temper problem with poor impulse controls,"" and he was seeking treatment ""partly because he was directed to do so [by his supervisor], and partly because he thinks that his temper gets him into trouble."""
1750|2767|1634891P50S4|1634891|False|EvidenceSentence|The evaluating staff psychiatrist diagnosed a history of alcohol abuse and dependence, as well as atypical mixed personality disorder manifested by impulsive acts of aggression and violent behavior.
1751|2769|1634891P51S1|1634891|False|EvidenceSentence|"In May 2003, a private physician, who had been treating the Veteran ""for years,"" observed that he had a history of depression, PTSD, and intermittent explosive personality disorder."
1752|2772|1634891P51S2|1634891|False|EvidenceSentence|"He opined that the Veteran's ""experience in the military service, where he reports that he was emotionally and possibly physical abused by superior officers, more likely than not contributed significantly to his chronic mood, anxiety, and anger problems."""
1753|2774|1634891P51S3|1634891|False|EvidenceSentence|"A separate May 2003 physician's statement indicated that with respect to the Veteran's mental health diagnoses and PTSD, he ""certainly has had other diagnoses . . . but he did grow up in a very abusive home where his father was physically and verbally abusive."
1754|2776|1634891P51S4|1634891|False|EvidenceSentence|"This continued in the military and seemed to exacerbate his anger outbursts and violent behavior."""
1755|2778|1634891P51S5|1634891|False|EvidenceSentence|"The doctor stated that the Veteran ""did seem to be traumatized by the experience in the military, and for years has had difficulty with authority figures and typical social norms."""
1756|2780|1634891P51S6|1634891|False|EvidenceSentence|The Veteran's mood had become stable, and he had not recently had any anger outbursts.
1757|2782|1634891P51S7|1634891|False|EvidenceSentence|The medical doctor's impression was that the Veteran had intermittent explosive disorder, recurrent major depression in partial remission, PTSD, a not otherwise specified anxiety disorder, and a not otherwise specified cognitive disorder.
